text,sentiment
lmao fleet fleek,0
chance cancel flight flight nashville ?,-1
fleet fleek,0
think nothing happen,-1
good morning,1
man sit next 2 terminal scent tht can not quite put finger pls dnt let sit flight,0
chicago see seat 6a aa 1620 far great ride ! pdx !,1
agents service weekend trip amaze ! ! ! thank ! !,1
let come loudly_crying_face loudly_crying_face loudly_crying_face university student could use break book,0
gettin fancy ! nice work menu,1
also emergency exit seat 6 2 huge win,1
care elaborate cha dca cancel flightled even ?,-1
id appreciate would also mind contact pilot flight request allow announce intercom ?,0
usair return phl due issue fire detectors happen next ?,-1
take screenshot email let us dm figure,0
better travel photos kindle e book easy tip guide,0
need phone number baggage claim lax mom leave phone someone call say would put,0
never get strip fast stoke special show tonight ! thank !,1
flight 705 ewr fll,0
call hang,-1
unfortunately not available option current system sorry guy certain fix plz,-1
lovely part long day attendants ua5168 ua795 beyond exceptional today,1
say would give us refund 30 days late flightr no refund,-1
anyway pay get priority board 1 15 ?,0
will hold agent not helpful keep hang,-1
impression 8 hour delay flight equipment failure compensation offer ?,0
hahah face_with_tears_of_joy OK_hand OK_hand OK_hand love fly jet blue though ! !,1
thank issue check flight please check dm conversation info,1
exactly point fit premier access board group 2 return ticket 15 yrs,1
0 3 flight book problems without major problems 0 not bad ! thumbs_down thumbs_down,-1
finally ! finally !,0
fleet fleek,0
far good step denver next stop portland !,1
yes computer would allow get san diego quick customer service not help say can not rebook,-1
yes answer put back hold check request 50 mins late flightr nothing !,-1
understand help thank !,1
smart make angry mt partner bring free digital access onboard !,1
thank much !,1
always fly sw,1
ticket refund purchase brother fly could use refund credit fly ? respond,0
would awesome experience,1
ceo battle appease passengers wall street waterbury republican american,0
thing fella do right today get pacific time zone,1
think get faster response twitter call ?,-1
add direct flight,0
want compliment phone agent jeanette reflight book problems rdu sea thru sfo connect flight thru ewr cancel flightled,1
thank not charge anything end good,1
announce new route austin w fare 39 way,0
thank ! can not wait either Happy_face_or_smiley,1
fleet fleek c mon fam loudly_crying_face loudly_crying_face no ok ?,0
4473 call say runway clear problem things,0
follow !,0
thank make vacation not worth currently wait runway another hour deplane,-1
kudos jetblue social media team jump help last snow storm web site thank ! !,1
even alternate options allready full even hotel voucher no room philly ?,-1
hold 30 mins place hold hang 2nd time 2 days look group rat bos sju 5 12 5 19 10 people,-1
please employee call 5 time flight crew finish maintenance us 734 depart !,-1
thank keep good work,1
thank opinion chance get okay tomorrow ?,0
like airlines congrats !,1
book aa3370 depart jfk 2 25 15 book via ba want change ff aa via twitter ?,0
hey dre seatac check need raise stat dude give amaze customer service make feel value thumbs_up,1
possible chance swa bring back service lga bwi ? would make much easier connect west coast,0
big up newark airport staff amp amp,1
follow maintenance team thank tweet kp thank ! unite care !,1
no american simple call back info new flight basic customer service,-1
aggravate zone 5 board overhead empty force bag check better not loose bag ! flt1727,-1
red_heart jetblue flt 277 fll sfo tke 1 hr late flight div phx amp get 2 hrs late flight do ?,-1
options cos tonight ? not look like make time reserve hotel room ?,-1
chicago hometown airline care neighbor,1
thank ! ! ! way get bag thank number smiling_face_with_smiling_eyes,1
yes file report treat rather rudely midway baggage claim wait 2 days get luggage,-1
people phone can not see ? 800 difference poor process,-1
,-1
favorite airline,1
hi not get point elevate account recent flight add flight point account ?,0
happen ? ? not get notification departure cancel flightation tomorrow take 2 hrs talk someone,-1
send dm please help,0
thank follow !,1
best video see ever !,1
hi 2 23 flight cun ewr show departure 2 55pm unite app confirm ? not look correct thank,0
someone need dm resolve correctly extremely disappoint service receive terrible management,-1
pair ticket show atlanta ? ! would love go !,0
frontier currently offer weather exceptions weekend unite ?,0
keep go back forth able board not great agents savannah !,1
guy rock ! easy quick affordable change flight,1
stop madness rt fleet fleek,0
follow pls ?,0
leave headphones 2a ua4689 yhz ewr long shoot see worth tweet anyway !,0
fuck,-1
probs worst customer service ever reply complaint submit 6 weeks ago bout damage bag not even replace !,-1
travel melbourne australia bogota colombia tomorrow,0
cancel flight flight tomorrow morning 800 number nothing ! please ! want go home !,-1
experience worst customer service ever currently wait cs rep put hold actually hang,-1
look forward beat music available flight today pretty cool,1
please go see friday ? promise fly southwest go back home nh,0
8 people need 2 know many seat next flight plz put us standby 4 people next flight ?,0
thank reply hop everything clear charlotte monday,1
agent rick clifton sea hou tell father die need get handbag cabin nothing,-1
great job great service sdf weekend winter storm,1
travel infant check carseat free ? provide bag ? someone tell want confirm,0
touch annual national distributor conference !,1
eventually approach bag like get,-1
drop next time visit !,1
husband 5 year old son stick overnight dc thank 7 crew members argue board flight,-1
problem laptop not phone,-1
bag finally deliver intact thank assistance,1
comfortable wait luggage,1
hold 2 1 2 hrs can not get 2 airport 4 flight icy country backroads ! help pls ?,-1
thank try two days set,1
good flight thank !,1
not realize bag content wet get hotel send suit shirt dry clean mtgs start tomorrow,-1
great smooth flight ! clapping_hands thumbs_up,1
severely upset rude cs rep get prob stress ! aw let help cld mk btr,-1
us 728 pilot start flight announce arrival gatwick not heathrow moments concern aboard,-1
arrive late flight pilot get us dia time,1
hold 2 hours ! answer ? ?,-1
leave behind ipad air flight 505 bradley bwi plane already leave time realize possibly help ?,0
well let us see could pay negroni bitcoin,-1
thank great customer service family make back sit safely weather dfw make things little worrisome,1
go 26 minutes hold,-1
not help do,-1
make ! ! huge relief thank help !,1
ua 746 pacific rim date night cut not constantly randomly one spot repeatably,-1
email ? ?,0
ask sop say yet 11 flight nothing policy not ?,-1
say incentive offer no impact share count nasdaq,0
probably money say hell lol,0
thank customers like stay loyal check land,1
yeah gunna ? nothing whole organization joke,-1
happy finally put board pass passbook ! make life much easier airplane,1
tell 40 min wait amp would call back already 45 min horrible,-1
statement not send yesterday like jeanine say even call last night well excellent service,1
unhappy 4 hour delay flight miss dinner,-1
break somehow make longer not cut circulation legs ?,-1
start 5xweekly flight 28apr,0
yes service guc suck gate agent push passenger rude everyone since get,-1
disappoint not allow bring aircraft approve carseat empty plane not cool,-1
fantastic job people today ua22 dublin jam pack plane crew wonderful ! !,1
big kudos staff today dallas love field lift everyone spirit today delay cancel flightlations,1
update flight bna today ?,0
try rebook flight cancel flightlation nightmare hang help rebook ?,-1
not think help base behavior voucher cot seem like enough lol grinning_face_with_big_eyes,0
rebook line keep tell reserv number past date morning ? hold 2hrs,-1
link tweet go someone internal email gt,0
far less painful come avis blue_heart,1
economy plus cabin also qualify premium cabin ?,0
need entire customer service overhaul would never treat customers anything less a1 service,-1
reservation phone system actually work ? know 800 number unreachable ? callbacks dead air,-1
weather sun,-1
thank !,1
get bite ridiculous make miss 2 full days work pay cab back forth,-1
yes thank oct 25 oct 31,1
big thank ms winston assist phone baggage claim issue today really go extra mile !,1
guy must swamp even take corporate travel long time get everything work end,0
synonymous really not know value customer,-1
check dm please !,0
luggage delay look compensation since know charge forget,-1
reebooked tomorrow aa 1389 lv dfw 810 arrive 12 50pm still open flight ?,0
instead send inaccurate email delay every 5 min say get get,-1
good home,1
really need get act together really disappoint change flight delay flight etc,-1
real issue try get thru hold 2 hours amp get disconnect ! please help !,-1
tonight make fred flintstone happy upgrade 1st class,1
lmao fleet fleek,1
book orbitz ? email correct middle party,0
nicely do clapping_hands,1
bring game premium cabin din nice !,1
yeah lot question number one dare,-1
record rozana newark lovely helpful,1
apply position wonder guy receive application,0
thank ! head lbc oak !,0
get email ask checkin tomorrow flight mean book 3 19 someone please help !,0
thank 7 hrs terminal dull airport,-1
thank look get back via dm glad hear bag finally deliver thank !,1
gate agents dfw gate b16 pathetic tonight terrible communication stories change apathetic,-1
thank expect operational tomorrow nashville ?,1
thank !,1
flight 403 delay 40 min miss screw danger miss flight 6491,-1
thank chat nice fella give lowdown,1
flight new york ! love quality plan unite ! !,-1
might look wife travel much could use membership ?,1
thank !,1
early frontrunner best airline !,1
actually care would one thing sound like not like tell lousy service,-1
provide guidance work resolve issue,0
thank anything help would information help process ?,1
thank !,1
course suppose say logan not login,0
last minute flight deal cute little ? ? ? Happy_face_or_smiley friday flight cancel flightled ! !,0
yes take two days get bag deliver miss full day ski,-1
fleet fleek,1
chance could look problem earlier ?,0
get depend vibe fair enough !,0
thank champagne aa153 ord nrt celebrate finish !,1
do thank,1
thank info already board ! look forward future upgrade !,1
marsha myrtle beach greatest ! deserve respect praise !,1
definitely !,1
host party terminal atlanta,1
consider 50 mins bag 10 00pm sunday night fast reconsider think mean,-1
awesome thank !,1
worst air experience ever not first plane yet,-1
people work contact project work,0
ahhhh yes lauren,0
customer service best ! rachel take great care us phx airport,1
airways hit new 52 week high 17 58 jblu sleekmoney,0
flight already cancel flightled morning snow storm denver dc wait pilot get,-1
hold 1 hour 25 mins holdup,-1
thank much !,1
not think any1 really know goin suppose 2 leave 8 30a 9a 9 30a 10a 11a 11 30a 12,-1
flight 4424 operate n813ma arrive follow flight reagan national,0
logo look like 3d glass,0
hello wonder long might take turkish airlines flight show unite miles thank,0
flt 4609 land half hour ago not single bag yet baggage claim hate much right,-1
yesterday sort,0
amaze customer service well definitely fly guy instrument involve 10,1
nicest people ever flight,1
really crave pretzels please send,1
sandra international checkin counter rude offensive comment not care complain cuz 25yrs,-1
would anything ticket vegas anything love imagine dragons much ! !,1
like call ? v try since yesterday no one answer,-1
get square away someone pick soon tweet tweet sooner winking_face,1
thank concern contact customer care upon return australia,0
tweet get response email dmsc,0
list prefer den dal flight cancel flightled 30 min prior board best option tue afternoon seriously ? ! ? epic fail,-1
mco thank,1
customer service line say experience high call volume spontaneously hangup person ?,-1
enjoy fleet fleek,0
finally take ! las fll sju,1
love new plan light wish windows larger,1
thank hire car chicago drive mke mean go airport ? ? ? ? ?,-1
1265 come next catch 2396 home dca let us get another great leg tonight !,1
please good weekend !,0
not happen put us gear jeopardy step take protect customers items,-1
thank reply sen conf ! love aviation southwest want 18th fly swa day !,1
believe understand flight originally book sunday flight cancel flight reschedule today,1
yep except delay due hasty unwise decision pushback plane plow do,-1
— like one,0
yes travel marsh harbor,0
aware flight detail thank three hours late flight crew could not give less shit,-1
please upload march demand entertainment list website ! airplane,0
thank quick response call daily wait 5 days,1
apply credit card automatically get companion certificate wait ?,0
ivr hang high call volume ? need help call,-1
get free ticket hawaii fabulous,0
best way get ticket ? print home go check desk ?,0
love guy amp go let finish hold 1 hour try book flight w voucher,-1
thank ! excite work guy !,1
work tight cx delay flight twice 20 secs,-1
thank help ! p guy best,1
thank appreciate ! !,1
gate ! iad rdu,0
book flight morning can not wait move country,0
thank ! see Happy_face_or_smiley,1
yes hurt feel walk mint fella dream,0
thank ah still wish someone pick phone 3hrs dead phone take tweet refund confirmation,-1
keep drop call not even let stay hold busy,-1
love guy know pay prem wifi toplay no go ping terrible,-1
aaaand 7 hours late flightr not catch flight til 6am stick airport snowstorm no hotel patience ?,-1
thank ! fare dtw dca much lower ! thank ! !,1
check online still wait line hour check counter ?,-1
pretty sure not actually take 7 10,-1
maintenance issue stick geneva meal voucher not even cover plate flight spaghetti really,-1
kudos crew flight 1050 grr make special memory sweet young passenger momma well do,1
picture take time right ?,0
need get act together new morning 830 plane malfunction yet delay 3 time,-1
stick sju several hours no one answer really tough love sw no response bad,-1
interview long take hear back,0
not fun delay nashville las vegas crew gate c9 desk awesome !,1
no thank,0
hour wait issue resolve contact customer service comment wait time thank contact,1
tell marry lamp give ticket vegas show please desperate,0
ann marie lga best ticket agent ever !,1
trueblue ! keep liftin,0
worst corporate account manager brent take 70plus flight thank,-1
think treat onboard ! enjoy flight blue_heart,1
no friend picture phillip heller jfk ifc say delicious !,1
thank quick response ! finger cross plane get,1
anything particular ask want document mileage plus status !,0
stahp ! ! face_with_tears_of_joy face_with_tears_of_joy loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face rt fleet fleek,0
guy luggage san jose suppose deliver hotel hours ago ! ! please contact,-1
thank much access tonight beaming_face_with_smiling_eyes cry die right,1
thank !,0
flushed_face lololololol fleet fleek,0
awww man need buy ticket today home 1st march go assist ?,0
add earlier tweet daughters 5th birthday present thank hard work make happen,1
fantastic ! thank !,1
hi ! upcoming flight 2168 west palm hpn fly fi ?,0
give credit late flight flight yesterday great service ! ! ! ! wow moment ! unexpected gesture !,1
sure thing,1
exactly ill fly aa dallas ! airline trust !,1
case id 8473573 request 2 5 2 19 7 10 days get response bs !,-1
despite mechanical issue many delay follow cancel flightlation still get vegas thank great gate agents !,1
oh thank respond,1
totally would outside view even camera ready haha,1
thank get us plane awesome flight attendant make us smile difficult travel,1
fleet fleek,0
sure bird warmer weather soon,0
bummer thank quick response,1
website not give correct info say bag miami key west entire time get run around 2 days,-1
not use passbook still love though lt 3 Happy_face_or_smiley use email future,1
768 sfo bos no internet 2015 give ?,-1
really great amp flatter story ! proud Happy_face_or_smiley,-1
also run instruct shatter computer,-1
total bs offer pay full first class airfare tell sell 3 seat give seat others,-1
hi ! want see new rout plan year newark love fly guy hope !,1
one heck airline,1
clients 11 hr layover iah day claim amp recheck luggage take care ?,0
late flight board exit row take could not get worse guy next 2 buy 2 seat,-1
morning question regard elevate point amp flight dm ?,0
thank flight go nashville ! guy rock !,1
man sit tarmac 30 mins rescue us please !,-1
okay thank,0
yes say deliver within 6 hours pick line,1
delay due hear !,-1
dm send thank help !,1
pretty sure get shin split sprint iah watch plane pull away jet way,-1
ok ! first time fly tonight Happy_face_or_smiley,1
okee doke,0
find footage ! ! happy,1
would make not already book another flight cancel flight original reservation,-1
thank finally gate,1
thank,0
get ridiculous miss connection,-1
can not beat jetblue space matter,1
no worry call back 4 hrs late flightr asleep take additional 200 fee aa standards everything gr8,-1
originally try share detail link jimmy samartzis vice president customer experience send expire,-1
not get not money people ! ! ! ! public apology president jet blue,-1
cup coffee relax check new deal promotions avon twice month doug,0
please help us check never expect make travel painful like rest sudden,-1
newark land 15 minutes early lose time wait tarmac gate,-1
wall separate row 1,0
since angry tweet airline apparently read mind could bitch thank credit,1
2d 3d emboss badge patch superior ones currently use,0
carriers fly way past sw cancel flightlation get passengers much late flightr ! ! ! ! !,-1
50 min hold try book award flight site errors agents ask pin see platinum availability ? ? ? badbadbad,-1
dm nut,0
bump people flight ten minutes takeoff flight overbooked,-1
wave someone behind step forward although explain happen indicate need make flight,-1
hold 15 min couple ring mailbox not set yet customer service forward cell phone ? c mon,-1
please hate fly different airline fav,1
thank entirely unhelpful waste hours time today,-1
captain flight 1712 phx phl 3 55 tonight hilarious greet pointy end airplane haha thank !,1
feel like good day fly ! ! thank ontime departure sna ! ! Happy_face_or_smiley,1
thank supervisor miriam provide great customer service,1
thank !,1
safety do ts announcer flight 651 midway mdw pittsburgh pit !,1
4 great flight no delay ! thank !,1
sweet follow back get dm,1
mine ?,0
allright ! last question power outlets flight available premium cabin include economy plus cabin ?,0
not jealous live sydney shirt jeans not suit office work need suit warm jacket,0
way give voice customers pay service not satisfactorily deliver,-1
share experience several time aa ref aa response senseless weather not ! ! !,-1
1632 phenomenal frm gate sea gate iad,1
please acknowledge attendant jeff wernicke beat class service sw,1
6377 send green tag bag luggage carousel one mess another bad day,-1
thank truly appreciate help send dm,1
bag yet ? palm spring airport lax come beat bag,-1
admit rather good years still get hook ! peace,1
tell lose guy not know,-1
request call back 1am cancel flight flight dfw not take long reroute customer service lack,-1
airlines claim low fare guarantee not honor lower fare find,-1
flight 604 thank,1
give positive outlook see increase competition,0
luck ?,0
also group 5 total bs,-1
another perfect flight come plan sun visors stay ? carriers make raise ?,1
see sunset st john usvi not philly ! !,0
hold hour connect wrong department automate system transfer another 45 min amp count,-1
sorry hear outsource plan boise best staff cust service country,1
do,0
go 2nd round trip ca week,0
would like receive offer,0
deal flt 460 today ? departure keep change go late flight ?,-1
lack tv make rough literally pick competitors,-1
bag leave behind plane overweight great know soon land instead let us wait 45 minutes no info,-1
check right 24hr mark board c group kid age 6 amp 8 dnt want split sld ?,0
tell us wrong carousel number,0
could begin bluetiful relationship Happy_face_or_smiley,1
can not book seat flight buy even check ? create much anxiety !,-1
travel sep reservation number f3kxb8,0
amaze view approach lax tonight,1
sleep airport 4pm tomorrow ! thank,-1
nothing tonight flight gogo internet way someone could send dm email ?,0
thank ! see soon !,1
love always !,1
not make reservation yet change name dividend miles account,0
sure thank !,1
thank crappy hotel no food taxi bill follow standby cancel flightlation,-1
although not totally answer look appreciate prompt response,1
develop ding chrome firefox browser extension ? would swell,0
thank ! nice even,1
yes pay another flight get tomorrow since not anymore tonight not fun,-1
life goal complete check_mark,1
suppose change near future ?,0
can not american airlines suppose,-1
thank offer service guy !,1
love capt joe flight bos sfo fun !,1
beyond complicate feel like use fly unite platinum mean nothing,-1
love southwest accept flight attendants many talents always !,1
aww thank aa dfw gma understand way airline able trv love guy Happy_face_or_smiley,1
run tweeter use word fleek ?,0
able watch oscars flight tomorrow ?,0
fail answer please not justify otherwise,-1
getaway deal may 59 one way lot cool cities,1
flight 5431,0
not concern,0
please improve business extra flight reservation process can not book online ? century ? 25 min hold,-1
receipt not show evoucher value nor mention use evoucher,0
airways short interest 3 5 january jblu sleekmoney,0
best airline world,1
fly w much however kiosks break syr 1 woman work ticket counter,-1
thank free flyfi ! ! make already great airline even better !,1
fly orlando philly charlotte lynchburg saw advisory philly wld like fly orl char,0
already email not know expedient contact please advise thank,0
deceptive market practice promise book flight would retain status not grant neverflyunited,-1
flt delay schedule miss connection get help ? 8hh4p2,-1
clt jfk nasty plan dirty seat amp floor rude flight attendants hopefully aa get clean,-1
would go though entire process get people phone ? ? ? ? ? ? ? ?,-1
fight delay 3 hrs mco stick philly standby ticket flight 4009 solution need,-1
kax premium hop flight better food tv know work service tnx,1
employee charles cave gate msy go beyond help try help find glass think know,1
go airline not much ! ! say care see not much ! right suck ! !,-1
make reservation,0
wow awesome videos guy,1
can not keep dial guy day get callback queue ?,-1
change correct last name ? via reservations already say can not change ticket name,0
thank info ! change need make phone correct ? way aa agent call directly ?,0
look european flight attendants paris frankfurt ? best fabrice,0
understand weather issue can not expect passengers wait 24 hours inside airports whatever reason outrageous,-1
still wait find rep work hard upset wait tomorrow pm get mammoth,-1
clear folder regularly jetblue white list never get,0
mission accomplish give hug,1
need cancel flight flight book earlier tonight able twitter ?,0
expand !,0
would sell seat 7 hour flight half legroom occupy escape raft ?,-1
fan imagine dragons since 2012 fave band birthday get tix,0
also thank prompt reply really impress not brush much appreciate !,1
ceo gary kelly absolutely heroes !,0
fly flight 3130 tonight 7 20 pbi board position c 42 overbooked ? really not want bump !,0
possibly worst airlinegave three chance second time 2 weeks flight delay cancel flightled due mechanics,-1
help flight 27 jkf tonight seat 7c leave portfolio need back ! !,0
offer atlanta unprecedented perk,1
thank yup set happen slc grind staff prompt helpful courteous,1
can not control weather control systems process people attitudes,-1
snow ice forecast dfw tu pm change policy reservations hold wed morning ? leeway ? ?,0
do ! thank quick response apparently faster sit hold Wink_or_smirk,1
ouch delay due mechanical issue qro wait ! seem fall apart,-1
give email address send actually screen shoot,0
thank may already respond 8uxzj2,0
answer options refund resched monday would miss work pay hundreds flight tmw,-1
thank listen not mean not appreciate !,1
pretty upset drive philly mhtt still no info bag deal !,-1
load us fly sardine know pilot 2 hours late flight ? ? beyond belief,-1
birthdays fiancé amp want travel late flight april fave airline frontier,0
thank ! love unite ! ! 4 flight today !,1
suppose number ?,0
sorry ! please ask inflght open seat move !,0
ok thank,1
break light 35 mins get bridge gate airplane park wrong bathroom not empty last night airline last 3 hrs,-1
record denver concourse prior gettin shuttle want confirm location,-1
wife sick 3yr old twin wait line 2hrs see agent ! phone agent say nothing til tuesday !,-1
tell man no flight next 10 hrs ! ! ! no standby ! nothing ! no options ! try get sick child ! !,-1
really ! ? good hear ! thank update may make business meet,1
thank always airline choice possible,1
do,0
followback,0
flight book problems travel writers trip host need happy land ! cute pjs aa ?,0
yes not attitude nasty comment,-1
bad customer service experience help,-1
thank take care everything make right experience use open app find flight change,1
dm,0
good miami terminal ?,0
allow carry suit bag carry bag ? suit bag hang like jacket would soft side 48,0
wonder share fb insta would produce number 140 character really limit story tell,-1
love hold flight 2851 phx late flight passengers make us hour late flight great job,-1
plan ! way excellent service crew dca sju sxm ! ! ! ! !,1
hey aa ! mistake make cr flight book problems call reservations keep get hang advise,-1
still use dc9 ?,0
get weather delay not hand nothing else offer massive inconvenience ?,-1
good fly ! !,1
dm ?,0
awesome !,1
great well deserve,1
can not dm follow thank !,1
get rr credit card get point family way,0
thankyou Happy_face_or_smiley red_heart,1
lady b1 abq 5347 2 23 great service among several cancel flightlations,1
check bag bag handlers break suitcase steal camera bag return trash bag,-1
2 2 pay person portland airport fly perth do us air,0
dm send,0
really appreciate commercial air today,1
book 6mos early pay early check assign board 3hrs early delete error ? !,-1
ok thank safety first,1
still not able get thank respond,0
cb know ?,0
no thank,0
word customer relations department open back ?,0
frustrate check bag logan not give luggage ticket luggage lose amp no ownership,-1
really love customer service lou ann phx rock thank sw ourguest,1
flight book problems flight uphold status match tax ticket count earn status point ?,0
schedule flight no crew ? competent person work airline ?,-1
fleet fleek,0
really wish would fly fare amaze,1
2 agents domestic check mia ? ! wtf ? huge line many people cancel flightled flight,-1
nicole quito airport take great care us week handle lose baggage seat change professional nice pat back,1
crappy flight due delay rude staff members happy report pay 25 check luggage ruin,-1
red_heart fly smiling_face thumbs_up,1
handle phone unfortunately wipe entire trip displease,-1
thank reply try figure get dfw,1
explain come get free upgrade us exe plat not exit row seat w pay confuse,0
haha figure mean no return flight charlotte like n week plus,0
uh yeah flight board amp 1 hr late flightr still sit update 4435 dca ?,-1
year think ?,-1
thank !,1
come thank follow best !,1
leave something plane land midway last night responsible adult get number call ? ty !,0
w flt 4 ? brothers fiancé sit board 30mins w tech issue,-1
fly jet blue,1
thank reach seat hard not enough cushion ok short flight way ua6465 flight crew great !,-1
say come w,1
thank info quick response !,1
love company staff amaze make uncomfortable situation comfortable,1
okay awesome ! thank !,1
look rdu airport please think safety passengers can not get rdu safely !,-1
odds get flight delta actually get orlando today ? ? flight,0
no food 4 hour flight 528 columbus phoenix ? starve piss can not eat go go !,-1
yes well operate outside terminal target vulnerable passengers no better thieve,-1
fleet fleek,0
ridiculous delay husband flight amp make miss connection tell leave bag send 1 3,-1
service aruba permanently discontinue august ?,0
classy,1
wait hours airport tell one fib can not ual honest customers ?,-1
50 time no one helpful miss work nd school nd manager rem mia tell not want talk us,-1
thank bag 10 go wrong 22 hours dca san no weather issue not acceptable,-1
feature desk plant increase productivity 15,0
ok thank,1
pre dawn flight annual trip,0
despite fact see answer people twitter mundane qs refuse answer !,-1
customer svc reps unable handle call 24hrs cancel flightlation policy ? book yesterday need cancel flight,-1
least get response ? try gate person send wrong way cust srvc cust srvc find,-1
amaze ! ! ! follow back please ! ! ! folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands,1
!,1
agree ! ! ! frequent tweeter discount could fly see friends ! grinning_face,1
yes,0
would go anywhere jetblue go,1
not one four flight trip time company problem ?,-1
thank jt,1
great service pbi hpn ! thank,1
seat 4c can not even open laptop pay extra seat ! !,-1
thank excellent response time assistance ! set Happy_face_or_smiley,1
still ignore question consistently provide poor customer service,-1
flight dfw cancel flightled today ?,0
worst airline world,-1
hmmm caribbean sound ?,1
land safely everything work,1
agent tell us tsa not crew get bag !,-1
horrible cust service exp dia today wife wait 3 hrs plane b f flight 695 cancel flightled still wait bag,-1
versus customer service ? win ! convenience trip cali lt 3,1
? cancel flightled flight pay hotel ?,-1
thumbs_up thumbs_up airplane airplane growing_heart guy go start fly paris ? welcome,0
okay think 1565 wait long enough gate dfw,-1
problem flight ny today,-1
head buffalo trade cold boston colder buffalo maybe caribbean next time ?,1
lol k fleet fleek,0
thank fix 5 hour delay,1
thank really would prefer jet blue guy best seat business,1
hi know wn4287 already delay 9 35pm tonight ? thank !,0
right someone something,0
sure run version 3 10 0,0
thank twitter say can not dm someone unless follow follow twitter ?,-1
decide wreck vacation lose luggage cancel flight flight go maneuver ?,-1
us 728 one water run planet smallest water bottle applaud look environment,-1
gracias appreciate !,1
always look forward jb rt Happy_face_or_smiley look forward welcome onboard ! blue_heart,1
ord gate c25 flt 619 remember customers valuable ? hard nice someone lug guitar amp carryons ?,-1
liar no precipitation day 47 degrees not pacify look like fool problem admit suck,-1
best track deal special flight offer ? like international options,0
book town fare 59 way restr,0
try book flight amp site beaming_face_with_smiling_eyes,-1
nothing apparently connect true,-1
go miss us airways always provide great service never let,1
sit talk tech conference awesome guy roll across love guy !,1
give us air philly talk real person ? acarl4,-1
happy board please share detail,1
flight cancel flight Frown sad angry_or_pouting trip refund without difficulty staff extremely helpful no complaints ! way handle bad weather !,1
let know week next another coast coast rt,0
get new record 4 hrs air 11 hrs wait 0 bag deliver destination,-1
follow thank,1
start include pto getaway package,1
give info flt 681 bdl ? see cancel flightled,0
want cancel flightled ticket special guess even unite,-1
know crew today flight aus pdx awesome !,1
flight 1946 clt morning snow head airport ?,0
greatest airline ever two_hearts airplane seat,1
despite shaky connections look like get home tonight great job touch go,1
let us go ! join first trip back nyc…as tourist,0
late flight,-1
need add service dog itinerary tomorrow,0
last chance get ticket ? would die happiness loudly_crying_face folded_hands,0
mobile board pass email,0
not take fraud seriously ?,0
90 dollar rt ticket chicago ? yes please !,1
thank ! send dms,0
ask reimbursement something like miles add account tell call customer service,-1
love travel jetblue can not wait go paris oui oui ! ! ! nyc awesomeee !,1
need get shit together 2 counter people amp massive line people need catch flight !,-1
oh no worry never see today mean…it great card grinning_face,1
dming ! big thank,1
wait hour luggage give ?,-1
dump amex nassau news live,0
kudos crew flt 167 today specially carlton love new 767 300 keep good work aa !,1
kudos robin lose find reunite w ipad delightful work !,1
thank program comment system assign seat behind even though pair available change back,1
clear luggage comment reference photo attach flight 6232 jac,0
every time try call tell try late flightr hang,-1
start 3xdaily flight 4jun,0
not care keep customers safe least not care sister,-1
maybe announce delay not sit plane runway hour take,-1
point not need sorry need revers agt pick call maybe make 11 30 flight today,-1
service receive us rude well expectations airline frustrate,-1
yes board way many time amp never show pass tarmac multiple time path rail 1 way,0
dmed back,0
think great people work,1
promise 4 room wednesday wentook3 hotel charge us 79 per room pink paper need white ?,-1
ask boyfriend prom loudspeaker flight 494 say yes ! ! ! ! best day ever ! ! ! thank much ! ! ! ! ! !,1
jfk baggage office actually run paper hotel vouchers,-1
contaced eyewitness news ripoff cancel flight want pay,-1
unused ticket move new city not fly fly expire ?,0
fly south southwest sjc sna tiday,0
course know would like 2 lay long color !,1
hi please ticket award ticket ? status request thank,0
anything ?,0
not frustrate ! well not way relate flightd anyway impress make,1
real life aa ? like 2015 real life ? email call dming people inconvenience,-1
accord dca seem recover nicely yesterday snow cancel flightling flight ?,-1
group virgin others bos weather expose actual cus serv model never flight book problems virgin !,-1
45 minute wait bag need sunday night,-1
awesome flight dallas 2 ny virgin america refuse child peanut allergy guy not thank ! thumbs_up smiling_face_with_smiling_eyes,1
thank help cheer,1
thank reply good note pilot nail land seriously kudos,1
two dozen back line see single csr reflight book problems final leg kiosks fritz,-1
thank easy itinerary shift impend weather quick painless amp free,1
5 30 flight birmingham tomorrow night reschedule earlier flight expect snow ?,0
thank prompt response another hour enjoy vacation ! perhaps bug app still show 2 55,1
1st flight air plane mechanical issue wait 90 minutes help customer service no help management,-1
little vino would not hurt wine_glass,0
hey let flight 1874get gate hours late flight no fate dozens kid board,-1
see message today ? ? mcdonnell douglas dc 10 model ? ? hear read goodnight,0
love tv ad girl dance make laugh every time want take trip ! Happy_face_smiley,1
thank already subscribe rr account receive promo code last month since expire new offer ?,1
worst customer service still not provide answer even drive back clt airport rude amp unacceptable,-1
jj stand joke ? not find humor,-1
thank keep update hope make either connections killeen tx,1
change air travelers investors,0
send dm thank attentiveness matter,1
submit complaint via link december amp follow january never hear back !,-1
get leathery heat 4251 even get vegas,-1
